SENDER,SENDER_NAME,SENDER_TAG,SENDER_PARENT,SENDER_CHILD_1,SENDER_CHILD_2,SENDER_CHILD_3,SENDER_TYPE_FINAL
MYPUNK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NATRAJ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NITEOT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NSBBLR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NSDLTN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OFFICE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PAULOT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PGULLY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PRISMM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PURPLE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
QUALIT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RBSIND,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RELIGR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RINGCA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ROBMRT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RRELEC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SBBJNB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SBHOBC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SEEDCH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SGILTD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SHILLS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SKYLIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SPCJET,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SSFRST,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
STRHOL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
T24,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TAXSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TDSMAN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TIMECB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TLGRAM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TMLBSG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TOLEXO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TRUWEL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TSHSRP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UBIIRC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ULTCSH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UMEDCL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UPSCOR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UTIPAN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VIKALP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VISHNU,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
WEBSVC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
WOWEXP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ZOOMER,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AAKAAR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ABLISS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ACBLBK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ADIDAS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ADZYNC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AGMITS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AKREXP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ALIVOS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
APNABK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ASHRVD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ASKPAY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BENTTN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BIMTGG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BLUEBK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BLUSTN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BNKBZR,BANK BAZAAR,,OTHERS,MISC,,,OTHERS MISC  
BOIATM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BPLPGA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BSNLBI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BUBBLY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BVIMED,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CAEXAM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CAREWL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CARWAL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CBSSBJ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CCARE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CLCARE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CMATRM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CPMUMB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CSINFO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CUBSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DHBVNL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DHFLTD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DIGIND,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DIVYAS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DOTCAB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DSIMKI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DUDEJA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EBAZAR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EDUWIZ,EDU WIZARDS,PROMOTION,OTHERS,CLOSED COMMUNITY,PROF EDU,,OTHERS CLOSED COMMUNITY PROF EDU 
EXPERT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FBOOK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FELDER,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FINDMY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FORMSD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FORTUN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FREEDM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FTALRT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GAJTYY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GAPIND,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GAURAV,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GHONDA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GLOBFO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GRNTNZ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GSHLDZ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HANDGO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HCLINF,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HIRAHO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HMCGLP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HOLIIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HRYSSC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HSBCBK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IFFGEA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IFPLTD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IIFLFN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IIRMPG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IKYAHR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INOXMV,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ITSOUR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JAMIAT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JATANS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JIOMNY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JNSTYG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KCMITT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KFCIND,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MAIDHR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MDCARE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MEWARG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MOBIKN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MODIHY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MONEYS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MSWIPE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MTAIND,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MTRPLS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MUMBFR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NBEXAM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NMAPPS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NPAVIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NSETEC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NSIMHA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NVLINE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OLAUTO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OPTION,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OTAHYD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OTAMUM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OVMEDI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PAYOYE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PCCLUB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PICASO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PIZEXP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PRAVIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PRPSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PSBANK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
QKCABS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RECREM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RENAUT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RFDRCT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RINGOX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RINGVF,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RMAFIA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ROPMUM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RRGINV,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RTIKKU,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SAIRAM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SAMPRK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SANKLP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SDALAL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SHAKTI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SHONDA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SHYAMA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SKWHLS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SMHSJP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SONA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SPINII,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SSCBLE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
SSIPLR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
STRETO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
STRTRD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
STSANG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
STSELR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TANGED,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TAZICA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TBRAND,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TELBUY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
THYRTL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TRMPRC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TRNGXS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TRSHYD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TRUECL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TRUKKY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
TTOPUP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
UNIMCA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VBSSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VIGNAN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VJIMPI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VLCCCC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VOYLLA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
VTATSU,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
WEINFO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
WSTRLY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
WYNKIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ZENPRO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ACEENG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ACESQR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ADLABS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ADSTUK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ALLERT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ALSCHR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AMCATX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AMHICL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AMULYM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ANDHRA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ANJMKH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ANJMKJ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
APNZON,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
APTRLS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ASCIIC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ASIANT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ASPLTD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ASTRAL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ASTROL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AWPSPL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
AXISMG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BAAROT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BACHAT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BAJAJA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BEBTEC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BILDSK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BITCON,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BLSEYE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BMCGRP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BMLUNV,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BOBMOB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BOMRWD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BOUNTY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BSETIP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BSLAMC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BSNL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BUILDR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BULLSS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
BYJUSC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CANTBL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CARENT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CCCARE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CELIOF,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CGPSCN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CHABIR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CLKMNY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CMDSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
COPINF,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
COURSE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CRDCOM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CSHBOX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
CTYSHR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DENGUE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DEVILC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DHCARE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DHEARN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DITTOT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DOCTRC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DOMAIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DOTZOT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DRCALL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DRMELV,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
DSPBLK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EACTKL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EASYTR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ECROMA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EILCRM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EKETTO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ELITMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EMIRAT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
EPICRS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FAMCRD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
FITARD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GATEFM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GATIXX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GAURPR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GCAREI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GETJOB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GITAMU,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GROCER,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
GYANEC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HDFCDC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HDFCRG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HHLHLP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HMSTOP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HOUSNG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HPGOVT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HTWAIT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
HUGEPR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IDEABI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IHOAPT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IIBFIT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INFOMT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INSBNC,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INSURE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INTECH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
INTORG,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IOBOTP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ISBAFA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ISTLCL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
ITGICO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
IVIDYA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JAINCO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JCTCOM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JIVANI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JNTUHY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
JSSCJE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KARANI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KARUNY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KHNMKT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KHUSHI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KOTAKL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KPNBUS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
KRYMFS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LAUNCH,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LAWYER,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LERIDA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LIMERD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LMLEAF,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LPUNIV,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LUCK,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
LUXURY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MADANI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MAKEIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MANGOR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MARUTI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MATCFY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MAXBUP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MAXMUM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MBAMBA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MBAMCA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MBAUNI,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MBILLP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MBUDDY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MCHINA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MCRSFT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MERAJB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MGLLTD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MHNDRA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MINING,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MITBCS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MOBWAL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MOMNME,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MORLFE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MRKOTU,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MRRGHT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MTEDUC,ROBOMATE,PROMOTION,OTHERS,CLOSED COMMUNITY,PROF EDU,,OTHERS CLOSED COMMUNITY PROF EDU 
MTUTOR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MUMFRS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MYCOIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MYDENT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MYPLOT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
MYSITE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NANOCL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NEEETA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NEERAJ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NETEAM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NETSMS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NETVD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NEWJOB,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NGIITM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NJOYTX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NPCINF,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
NSRBUS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OLA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OLACAF,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OPINIO,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
OTAVOS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PAAYUR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PALAVA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PARAGS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PARLEM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PAYZAM,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PCKMYL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PLEDGE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PLGGDD,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PNBHFL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PNSION,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PORTEA,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PSECUR,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PULLRP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PUMASP,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
PVRCIN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
QUACKQ,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
QUIKRX,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RACRES,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RADIUS,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RADYAN,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RAJPOL,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RANBOW,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RAOIIT,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RAYMND,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
RCSHOE,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
REALTY,OTHERS,,OTHERS,MISC,,,OTHERS MISC  
